,accessionNumber,filingDate,reportDate,acceptanceDateTime,act,form,fileNumber,filmNumber,items,size,isXBRL,isInlineXBRL,primaryDocument,primaryDocDescription
489,0001209191-16-110271,2016-03-23,2016-03-21,2016-03-23T18:30:43.000Z,,4,,,,12651,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION
490,0001193125-16-510499,2016-03-18,,2016-03-18T17:07:52.000Z,33,424B2,333-188191,161516824,,455161,0,0,d160217d424b2.htm,FILED PURSUANT TO RULE 424B2
491,0001193125-16-509001,2016-03-18,,2016-03-17T20:00:06.000Z,34,FWP,333-188191,161513910,,30837,0,0,d168347dfwp.htm,FREE WRITING PROSPECTUS
492,0001209191-16-109249,2016-03-17,2016-03-15,2016-03-17T18:30:28.000Z,,4,,,,5172,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION
493,0001193125-16-507590,2016-03-17,,2016-03-17T08:46:39.000Z,33,424B2,333-188191,161511310,,436602,0,0,d160217d424b2.htm,FILED PURSUANT TO RULE 424B2
494,0001209191-16-107130,2016-03-08,2016-03-04,2016-03-08T18:31:46.000Z,,4,,,,9392,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION
495,0001209191-16-104163,2016-03-01,2016-02-26,2016-03-01T18:34:41.000Z,,4,,,,5641,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION
496,0001209191-16-104160,2016-03-01,2016-02-26,2016-03-01T18:34:07.000Z,,4,,,,5644,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION
497,0001209191-16-104159,2016-03-01,2016-02-26,2016-03-01T18:33:31.000Z,,4,,,,5667,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION
498,0001209191-16-104158,2016-03-01,2016-02-26,2016-03-01T18:32:56.000Z,,4,,,,5653,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION
499,0001209191-16-104157,2016-03-01,2016-02-26,2016-03-01T18:32:23.000Z,,4,,,,5653,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION
500,0001209191-16-104155,2016-03-01,2016-02-26,2016-03-01T18:31:39.000Z,,4,,,,5639,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION
501,0001209191-16-104154,2016-03-01,2016-02-26,2016-03-01T18:31:01.000Z,,4,,,,5650,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION
502,0001193125-16-488223,2016-03-01,2016-02-26,2016-03-01T16:32:05.000Z,34,8-K,001-36743,161473818,"5.02,5.07,9.01",156160,0,0,d150918d8k.htm,FORM 8-K
503,0001193125-16-473562,2016-02-23,2016-02-16,2016-02-23T16:13:37.000Z,34,8-K,001-36743,161448489,"8.01,9.01",618263,0,0,d143184d8k.htm,8-K
504,0001209191-16-099481,2016-02-17,2016-02-15,2016-02-17T18:30:30.000Z,,4,,,,9502,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION
505,0001193125-16-467194,2016-02-17,,2016-02-17T16:44:55.000Z,33,424B2,333-188191,161433910,,523494,0,0,d60003d424b2.htm,FILED PURSUANT TO RULE 424B2
506,0001193125-16-466166,2016-02-17,,2016-02-17T06:08:10.000Z,34,FWP,333-188191,161431535,,93603,0,0,d136832dfwp.htm,FREE WRITING PROSPECTUS
507,0001193125-16-463982,2016-02-16,,2016-02-16T08:24:41.000Z,33,424B2,333-188191,161423233,,491364,0,0,d60003d424b2.htm,FILED PURSUANT TO RULE 424B2
508,0000932471-16-011528,2016-02-10,,2016-02-10T14:15:25.000Z,34,SC 13G/A,005-33632,161404831,,39583,0,0,appleinc.htm,
509,0001209191-16-095503,2016-02-03,2016-02-01,2016-02-03T18:35:58.000Z,,4,,,,11643,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION
510,0001209191-16-095501,2016-02-03,2016-02-01,2016-02-03T18:35:20.000Z,,4,,,,8838,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION
511,0001209191-16-095500,2016-02-03,2016-02-01,2016-02-03T18:34:43.000Z,,4,,,,11075,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION
512,0001209191-16-095498,2016-02-03,2016-02-01,2016-02-03T18:33:54.000Z,,4,,,,8845,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION
513,0001209191-16-095495,2016-02-03,2016-02-01,2016-02-03T18:32:50.000Z,,4,,,,9532,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION
514,0001209191-16-095494,2016-02-03,2016-02-01,2016-02-03T18:31:59.000Z,,4,,,,8863,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION
515,0001209191-16-095491,2016-02-03,2016-02-01,2016-02-03T18:31:01.000Z,,4,,,,7143,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION
516,0001193125-16-439878,2016-01-27,2015-12-26,2016-01-27T16:32:03.000Z,34,10-Q,001-36743,161365395,,5367146,1,0,d66145d10q.htm,FORM 10-Q
517,0001193125-16-438421,2016-01-26,2016-01-26,2016-01-26T16:31:06.000Z,34,8-K,001-36743,161361839,"2.02,9.01",693189,0,0,d22806d8k.htm,FORM 8-K
518,0000215457-16-002043,2016-01-25,,2016-01-25T13:46:40.000Z,34,SC 13G/A,005-33632,161358253,,13554,0,0,apple.inc.2015.txt,
519,0001214659-16-008862,2016-01-14,,2016-01-14T11:12:26.000Z,34,PX14A6G,001-36743,161342219,,52823,0,0,m112160px14a6g.htm,
520,0001193125-16-422534,2016-01-06,,2016-01-06T16:32:35.000Z,34,DEFA14A,001-36743,161327260,,659192,0,0,d10999ddefa14a.htm,DEFINITIVE ADDITIONAL MATERIALS
521,0001193125-16-422528,2016-01-06,2016-02-26,2016-01-06T16:30:09.000Z,34,DEF 14A,001-36743,161327205,,2288246,0,0,d79474ddef14a.htm,DEF 14A
522,0001209191-15-087193,2015-12-28,2015-12-16,2015-12-28T20:01:01.000Z,,3,,,,11825,0,0,xslF345X02/doc3.xml,FORM 3 SUBMISSION
523,0001193125-15-410853,2015-12-22,2015-12-21,2015-12-22T16:33:05.000Z,34,8-K,001-36743,151302514,"5.03,9.01",193396,0,0,d55543d8k.htm,8-K
524,0001193125-15-406279,2015-12-17,2015-12-16,2015-12-17T16:30:59.000Z,34,8-K,001-36743,151294008,5.02,14852,0,0,d107635d8k.htm,8-K
525,9999999997-15-015765,2015-12-14,2015-10-16,2015-12-16T11:08:29.000Z,34,NO ACT,001-36743,15008450,,1381,0,0,9999999997-15-015765.paper,AUTO-GENERATED PAPER DOCUMENT
526,9999999997-15-016011,2015-12-11,2015-10-19,2015-12-30T16:52:10.000Z,34,NO ACT,001-36743,15008488,,1381,0,0,9999999997-15-016011.paper,AUTO-GENERATED PAPER DOCUMENT
527,9999999997-15-014868,2015-11-16,2015-11-11,2015-11-24T16:30:14.000Z,34,NO ACT,001-36743,15008356,,1381,0,0,9999999997-15-014868.paper,AUTO-GENERATED PAPER DOCUMENT
528,9999999997-15-014867,2015-11-16,2015-09-25,2015-11-24T16:28:03.000Z,34,NO ACT,001-36743,15008355,,1381,0,0,9999999997-15-014867.paper,AUTO-GENERATED PAPER DOCUMENT
529,0001209191-15-079403,2015-11-10,2015-11-09,2015-11-10T18:30:58.000Z,,4,,,,4865,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION
530,0001209191-15-078971,2015-11-06,2015-11-04,2015-11-06T18:31:01.000Z,,4,,,,8089,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION
531,0001209191-15-078197,2015-11-03,2015-11-02,2015-11-03T18:48:31.000Z,,4,,,,7227,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION
532,0001209191-15-078196,2015-11-03,2015-10-30,2015-11-03T18:47:43.000Z,,4,,,,7216,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION
533,0001209191-15-078195,2015-11-03,2015-10-30,2015-11-03T18:47:00.000Z,,4,,,,12818,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION
534,0001193125-15-356351,2015-10-28,2015-09-26,2015-10-28T16:31:09.000Z,34,10-K,001-36743,151180619,,9594425,1,0,d17062d10k.htm,FORM 10-K
535,0001193125-15-354756,2015-10-27,2015-10-27,2015-10-27T16:30:36.000Z,34,8-K,001-36743,151178125,"2.02,9.01",153314,0,0,d74332d8k.htm,8-K
536,0001209191-15-076492,2015-10-22,2015-10-20,2015-10-22T18:46:45.000Z,,4,,,,5171,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION
537,0001209191-15-076174,2015-10-19,2015-10-15,2015-10-19T18:31:55.000Z,,4,,,,9063,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION
538,0001209191-15-076173,2015-10-19,2015-10-15,2015-10-19T18:31:23.000Z,,4,,,,11228,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION
539,0001209191-15-076172,2015-10-19,2015-10-15,2015-10-19T18:30:49.000Z,,4,,,,16589,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION
540,0001209191-15-074803,2015-10-07,2015-10-05,2015-10-07T21:49:17.000Z,,4,,,,8040,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION
541,0001209191-15-074802,2015-10-07,2015-10-05,2015-10-07T21:48:49.000Z,,4,,,,8036,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION
542,0001209191-15-074801,2015-10-07,2015-10-05,2015-10-07T21:48:17.000Z,,4,,,,8064,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION
543,0001209191-15-074800,2015-10-07,2015-10-05,2015-10-07T21:47:21.000Z,,4,,,,8031,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION
544,0001209191-15-074797,2015-10-07,2015-10-05,2015-10-07T21:46:12.000Z,,4,,,,12304,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION
545,0001209191-15-074796,2015-10-07,2015-10-05,2015-10-07T21:44:51.000Z,,4,,,,7392,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION
546,0001209191-15-074795,2015-10-07,2015-10-05,2015-10-07T21:44:20.000Z,,4,,,,8028,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION
547,0001209191-15-074794,2015-10-07,2015-10-05,2015-10-07T21:43:52.000Z,,4,,,,8023,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION
548,0001209191-15-074792,2015-10-07,2015-10-05,2015-10-07T21:43:19.000Z,,4,,,,9735,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION
549,0001209191-15-074155,2015-10-05,2015-10-01,2015-10-05T18:36:31.000Z,,4,,,,17528,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION
550,0001209191-15-074153,2015-10-05,2015-10-01,2015-10-05T18:35:45.000Z,,4,,,,13312,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION
551,0001209191-15-074152,2015-10-05,2015-10-01,2015-10-05T18:35:01.000Z,,4,,,,16641,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION
552,0001209191-15-074151,2015-10-05,2015-10-01,2015-10-05T18:34:20.000Z,,4,,,,12952,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION
553,0001209191-15-074148,2015-10-05,2015-10-01,2015-10-05T18:33:00.000Z,,4,,,,12921,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION
554,0001209191-15-074146,2015-10-05,2015-10-01,2015-10-05T18:32:20.000Z,,4,,,,12951,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION
555,0001209191-15-074143,2015-10-05,2015-10-01,2015-10-05T18:31:30.000Z,,4,,,,16312,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION
556,0001209191-15-073531,2015-10-02,2015-10-01,2015-10-02T18:35:37.000Z,,4,,,,5612,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION
557,0001209191-15-073530,2015-10-02,2015-10-01,2015-10-02T18:33:49.000Z,,3,,,,6815,0,0,xslF345X02/doc3.xml,FORM 3 SUBMISSION
558,0001193125-15-336615,2015-10-02,2015-10-01,2015-10-02T16:30:10.000Z,34,8-K,001-36743,151140741,5.02,15305,0,0,d10101d8k.htm,FORM 8-K
559,9999999997-15-013472,2015-09-18,,2015-09-18T10:06:12.000Z,34,CERTNYS,001-36743,15008273,,1347,0,0,9999999997-15-013472.paper,AUTO-GENERATED PAPER DOCUMENT
560,0001209191-15-071245,2015-09-17,2015-09-15,2015-09-17T18:31:14.000Z,,4,,,,8997,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION
561,0001193125-15-322479,2015-09-17,,2015-09-17T16:37:33.000Z,34,8-A12B,001-36743,151112599,,17554,0,0,d88188d8a12b.htm,FORM 8-A12B
562,0001193125-15-322466,2015-09-17,2015-09-10,2015-09-17T16:31:39.000Z,34,8-K,001-36743,151112559,"8.01,9.01",284884,0,0,d31615d8k.htm,8-K
563,0001193125-15-318535,2015-09-11,,2015-09-11T16:46:13.000Z,33,424B2,333-188191,151103736,,459736,0,0,d13049d424b2.htm,FILED PURSUANT TO RULE 424B2
564,0001193125-15-317144,2015-09-10,,2015-09-10T15:08:08.000Z,34,FWP,333-188191,151101040,,21426,0,0,d92507dfwp.htm,FREE WRITING PROSPECTUS
565,0001193125-15-316498,2015-09-10,,2015-09-10T06:06:46.000Z,33,424B2,333-188191,151099977,,446776,0,0,d13049d424b2.htm,FILED PURSUANT TO RULE 424B2
566,0001209191-15-070022,2015-09-09,2015-09-04,2015-09-09T20:01:15.000Z,,4,,,,15653,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION
567,0000000000-15-044866,2015-09-09,,2015-09-09T12:44:51.000Z,,UPLOAD,,,,33225,0,0,filename1.pdf,
568,0001193125-15-307923,2015-08-31,,2015-08-31T13:11:59.000Z,,CORRESP,,,,51647,0,0,filename1.htm,
569,0001209191-15-067882,2015-08-25,2015-08-24,2015-08-25T21:51:16.000Z,,4,,,,11639,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION
570,0001209191-15-067879,2015-08-25,2015-08-24,2015-08-25T21:46:33.000Z,,4,,,,12682,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION
571,0001209191-15-066683,2015-08-18,2015-08-15,2015-08-18T18:32:10.000Z,,4,,,,9495,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION
572,9999999997-15-012341,2015-08-03,,2015-08-03T16:06:29.000Z,34,CERTNYS,001-36743,15007939,,1347,0,0,9999999997-15-012341.paper,AUTO-GENERATED PAPER DOCUMENT
573,0001193125-15-273818,2015-08-03,,2015-08-03T06:04:58.000Z,34,8-A12B,001-36743,151020968,,17618,0,0,d32826d8a12b.htm,FORM 8-A12B
574,0001193125-15-273023,2015-07-31,2015-07-24,2015-07-31T16:35:41.000Z,34,8-K,001-36743,151019763,"8.01,9.01",295730,0,0,d12789d8k.htm,FORM 8-K
575,0000899243-15-001800,2015-07-28,2015-07-24,2015-07-28T18:31:06.000Z,,4,,,,11585,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION
576,0000899243-15-001799,2015-07-28,2015-07-24,2015-07-28T18:30:31.000Z,,4,,,,7208,0,0,xslF345X03/doc4.xml,FORM 4 SUBMISSION
577,0001193125-15-264078,2015-07-27,,2015-07-27T16:24:13.000Z,33,424B2,333-188191,151007324,,453963,0,0,d12679d424b2.htm,FILED PURSUANT TO RULE 424B2
578,0001193125-15-262731,2015-07-24,,2015-07-24T16:06:02.000Z,34,FWP,333-188191,151004715,,21025,0,0,d95725dfwp.htm,FREE WRITING PROSPECTUS
579,0001193125-15-261843,2015-07-24,,2015-07-24T06:11:28.000Z,33,424B2,333-188191,151003372,,445254,0,0,d12679d424b2.htm,FILED PURSUANT TO RULE 424B2
580,0001193125-15-259935,2015-07-22,2015-06-27,2015-07-22T17:01:17.000Z,34,10-Q,001-36743,151000501,,6580324,1,0,d927922d10q.htm,FORM 10-Q
581,0001181431-15-008793,2015-07-21,2015-07-18,2015-07-21T20:33:11.000Z,,4,,,,20067,0,0,xslF345X03/rrd426012.xml,2015.07.18 AHRENDTS RSU VESTING
582,0001193125-15-258464,2015-07-21,2015-07-21,2015-07-21T16:30:58.000Z,34,8-K,001-36743,15998142,"2.02,9.01",149986,0,0,d927923d8k.htm,FORM 8-K
583,0001181431-15-008603,2015-06-26,2015-06-24,2015-06-26T18:33:51.000Z,,4,,,,6892,0,0,xslF345X03/rrd425932.xml,2015.06.26 RICCIO FORM 4 - 10B5-1 SALE
584,0001193125-15-219298,2015-06-10,2015-06-03,2015-06-10T16:05:10.000Z,34,8-K,001-36743,15923574,"8.01,9.01",193764,0,0,d938654d8k.htm,FORM 8-K
585,0001193125-15-213423,2015-06-04,,2015-06-04T16:39:24.000Z,33,424B2,333-188191,15913403,,448436,0,0,d933467d424b2.htm,FILED PURSUANT TO RULE 424B2
586,0001193125-15-212514,2015-06-04,,2015-06-04T06:09:36.000Z,34,FWP,333-188191,15911812,,10653,0,0,d933467dfwp.htm,FREE WRITING PROSPECTUS
587,0001181431-15-007696,2015-06-01,2015-05-28,2015-06-01T18:30:45.000Z,,4,,,,8941,0,0,xslF345X03/rrd425345.xml,2015.05.28 LEVINSON FORM 4 - OPTION EXERCISE/SALE
588,0001193125-15-207526,2015-06-01,,2015-06-01T07:06:52.000Z,33,424B2,333-188191,15901228,,447465,0,0,d933467d424b2.htm,FILED PURSUANT TO RULE 424B2
589,0001181431-15-007653,2015-05-29,2015-05-27,2015-05-29T18:54:18.000Z,,4,,,,8292,0,0,xslF345X03/rrd425310.xml,2015.05.27 RICCIO FORM 4 - 10B5-1 SALE
590,0001181431-15-007652,2015-05-29,2015-05-28,2015-05-29T18:53:07.000Z,,4,,,,4993,0,0,xslF345X03/rrd425353.xml,2015.05.29 COOK FORM 4 - GIFT
591,0000000000-15-027161,2015-05-19,,2015-05-19T16:31:08.000Z,,UPLOAD,,,,140787,0,0,filename1.pdf,
592,0001193125-15-186064,2015-05-13,2015-05-06,2015-05-13T17:07:42.000Z,34,8-K,001-36743,15859218,"8.01,9.01",478712,0,0,d923398d8k.htm,FORM 8-K
593,0001193125-15-177428,2015-05-07,,2015-05-07T17:27:49.000Z,33,424B2,333-188191,15843153,,447986,0,0,d889792d424b2.htm,FILED PURSUANT TO RULE 424B2
594,0001193125-15-175208,2015-05-07,,2015-05-06T20:30:36.000Z,34,FWP,333-188191,15838994,,57736,0,0,d889792dfwp.htm,FREE WRITING PROSPECTUS
595,0001193125-15-173308,2015-05-06,,2015-05-06T08:00:07.000Z,33,424B2,333-188191,15835121,,422598,0,0,d889792d424b2.htm,FILED PURSUANT TO RULE 424B2
596,0001181431-15-006536,2015-05-05,2015-05-01,2015-05-05T19:31:40.000Z,,4,,,,22279,0,0,xslF345X03/rrd424652.xml,2015.05.01 AHRENDTS FORM 4 - RSU VESTING
597,0001181431-15-006426,2015-05-04,2015-04-30,2015-05-04T18:31:18.000Z,,4,,,,10169,0,0,xslF345X03/rrd424602.xml,2015.04.30 RICCIO FORM 4 - 10B5-1 SALE
598,0001193125-15-153187,2015-04-28,,2015-04-28T17:05:19.000Z,33,S-8,333-203698,15799418,,65666,0,0,d915435ds8.htm,S-8
599,0001193125-15-153166,2015-04-28,2015-03-28,2015-04-28T17:01:16.000Z,34,10-Q,001-36743,15799362,,8633862,1,0,d892246d10q.htm,10-Q
600,0001181431-15-006137,2015-04-27,2015-04-23,2015-04-27T18:30:50.000Z,,4,,,,8529,0,0,xslF345X03/rrd424453.xml,2015.04.23 FEDERIGHI FORM 4 - RSU VESTING
601,0001181431-15-006136,2015-04-27,2015-04-23,2015-04-27T18:30:23.000Z,,4,,,,8528,0,0,xslF345X03/rrd424455.xml,2015.04.23 RICCIO FORM 4 - RSU VESTING
602,0001193125-15-149607,2015-04-27,2015-04-27,2015-04-27T16:33:36.000Z,34,8-K,001-36743,15795543,"7.01,9.01",27911,0,0,d914157d8k.htm,FORM 8-K
603,0001193125-15-149590,2015-04-27,2015-04-27,2015-04-27T16:30:42.000Z,34,8-K,001-36743,15795493,"2.02,9.01",151454,0,0,d901296d8k.htm,FORM 8-K
604,0001181431-15-006034,2015-04-22,2015-04-20,2015-04-22T18:34:43.000Z,,4,,,,8792,0,0,xslF345X03/rrd424430.xml,2015.04.20 MAESTRI FORM 4 - 10B5-1 SALE
605,0001181431-15-005969,2015-04-17,2015-04-15,2015-04-17T18:31:35.000Z,,4,,,,8579,0,0,xslF345X03/rrd424332.xml,2015.04.15 RICCIO FORM 4 - RSU VESTING
606,0001181431-15-005967,2015-04-17,2015-04-15,2015-04-17T18:31:05.000Z,,4,,,,10612,0,0,xslF345X03/rrd424333.xml,2015.04.15 MAESTRI FORM 4 - RSU VESTING
607,0001181431-15-005966,2015-04-17,2015-04-15,2015-04-17T18:30:49.000Z,,4,,,,15620,0,0,xslF345X03/rrd424344.xml,2015.04.15 KONDO FORM 4 - RSU VESTING
608,0001181431-15-005693,2015-04-08,2015-04-06,2015-04-08T18:30:37.000Z,,4,,,,14416,0,0,xslF345X03/rrd424180.xml,2015.04.06 AHRENDTS 10B5-1 SALE
609,0001181431-15-005581,2015-04-03,2015-04-01,2015-04-03T18:31:45.000Z,,4,,,,8582,0,0,xslF345X03/rrd424012.xml,2015.04.01 FEDERIGHI FORM 4 - RSU VESTING
610,0001181431-15-005580,2015-04-03,2015-04-01,2015-04-03T18:31:05.000Z,,4,,,,12762,0,0,xslF345X03/rrd424018.xml,2015.04.01 AHRENDTS FORM 4 - RSU VESTING
611,0001193125-15-115893,2015-04-01,,2015-04-01T15:00:38.000Z,,CORRESP,,,,85773,0,0,filename1.htm,
612,0001181431-15-004959,2015-03-20,2015-03-18,2015-03-20T18:31:29.000Z,,4,,,,5040,0,0,xslF345X03/rrd423730.xml,2015.03.18 MAESTRI FORM 4 - 10B5-1 SALE
613,0001181431-15-004784,2015-03-17,2015-03-15,2015-03-17T18:32:06.000Z,,4,,,,8586,0,0,xslF345X03/rrd423619.xml,2015.03.15 FEDERIGHI FORM 4 - RSU VESTING
614,0001104659-15-019336,2015-03-13,2015-03-10,2015-03-13T06:00:34.000Z,34,8-K,001-36743,15697620,"5.07,9.01",207059,0,0,a15-5624_18k.htm,8-K
615,0001181431-15-004550,2015-03-12,2015-03-10,2015-03-12T18:34:39.000Z,,4,,,,5468,0,0,xslF345X03/rrd423480.xml,2015.03.10 GORE FORM 4 - RSU GRANT
616,0001181431-15-004549,2015-03-12,2015-03-10,2015-03-12T18:34:12.000Z,,4,,,,5481,0,0,xslF345X03/rrd423481.xml,2015.03.10 IGER FORM 4 - RSU GRANT
617,0001181431-15-004548,2015-03-12,2015-03-10,2015-03-12T18:33:47.000Z,,4,,,,5481,0,0,xslF345X03/rrd423482.xml,2015.03.10 JUNG FORM 4 - RSU GRANT
618,0001181431-15-004547,2015-03-12,2015-03-10,2015-03-12T18:33:20.000Z,,4,,,,5499,0,0,xslF345X03/rrd423483.xml,2015.03.10 LEVINSON FORM 4 - RSU GRANT
619,0001181431-15-004546,2015-03-12,2015-03-10,2015-03-12T18:32:46.000Z,,4,,,,5473,0,0,xslF345X03/rrd423484.xml,2015.03.10 SUGAR FORM 4 - RSU GRANT
620,0001181431-15-004545,2015-03-12,2015-03-10,2015-03-12T18:32:12.000Z,,4,,,,5471,0,0,xslF345X03/rrd423485.xml,2015.03.10 WAGNER FORM 4 - RSU GRANT
621,0001181431-15-004514,2015-03-11,2015-03-09,2015-03-11T18:35:59.000Z,,4,,,,5041,0,0,xslF345X03/rrd423486.xml,2015.03.09 MAESTRI FORM 4 - 10B5-1 SALE
622,0001181431-15-004300,2015-03-06,2015-03-04,2015-03-06T19:38:01.000Z,,4,,,,10605,0,0,xslF345X03/rrd423308.xml,2015.03.04 MAESTRI - RSU VESTING
623,0000000000-15-013496,2015-03-04,,2015-03-04T17:03:54.000Z,,UPLOAD,,,,173600,0,0,filename1.pdf,
624,0001181431-15-002943,2015-02-20,2015-02-18,2015-02-20T18:31:14.000Z,,4,,,,8536,0,0,xslF345X03/rrd422565.xml,2015.02.18 JUNG FORM 4
625,0001181431-15-002743,2015-02-18,2015-02-15,2015-02-18T18:31:17.000Z,,4,,,,9016,0,0,xslF345X03/rrd422429.xml,2015.02.15 KONDO - RSU VESTING AND ESPP
626,0001193125-15-045292,2015-02-12,,2015-02-12T06:07:38.000Z,34,SD,001-36743,15601802,,338049,0,0,d864750dsd.htm,SD
627,0000932471-15-003679,2015-02-10,,2015-02-10T11:16:35.000Z,34,SC 13G,005-33632,15591143,,39596,0,0,appleinc.htm,
628,0001193125-15-039270,2015-02-09,2015-02-02,2015-02-09T16:53:06.000Z,34,8-K,001-36743,15589180,"8.01,9.01",394923,0,0,d868302d8k.htm,8-K
629,0001181431-15-001907,2015-02-03,2015-02-01,2015-02-03T18:32:45.000Z,,4,,,,7025,0,0,xslF345X03/rrd421940.xml,2015.02.01 DREXLER FORM 4 - RSU VESTING
630,0001181431-15-001906,2015-02-03,2015-02-01,2015-02-03T18:32:28.000Z,,4,,,,7015,0,0,xslF345X03/rrd421942.xml,2015.02.03 GORE FORM 4 - RSU VESTING
631,0001181431-15-001903,2015-02-03,2015-02-01,2015-02-03T18:32:09.000Z,,4,,,,7755,0,0,xslF345X03/rrd421943.xml,2015.2.03 IGER FORM 4 - RSU VESTING
632,0001181431-15-001902,2015-02-03,2015-02-01,2015-02-03T18:31:52.000Z,,4,,,,7027,0,0,xslF345X03/rrd421944.xml,2015.02.01 JUNG FORM 4 - RSU VESTING
633,0001181431-15-001901,2015-02-03,2015-02-01,2015-02-03T18:31:32.000Z,,4,,,,7691,0,0,xslF345X03/rrd421946.xml,2015.02.01 LEVINSON FORM 4 - RSU VESTING
634,0001181431-15-001900,2015-02-03,2015-02-01,2015-02-03T18:31:13.000Z,,4,,,,7019,0,0,xslF345X03/rrd421947.xml,2015.02.01 SUGAR FORM 4 - RSU VESTING
635,0001181431-15-001898,2015-02-03,2015-02-01,2015-02-03T18:30:52.000Z,,4,,,,6806,0,0,xslF345X03/rrd421948.xml,2015.02.01 WAGNER FORM 4 - RSU VESTING
636,0001193125-15-031599,2015-02-03,,2015-02-03T16:30:16.000Z,33,424B2,333-188191,15571551,,435171,0,0,d861669d424b2.htm,424B2
637,0001193125-15-030106,2015-02-03,,2015-02-02T21:34:07.000Z,34,FWP,333-188191,15569012,,37459,0,0,d864529dfwp.htm,FREE WRITING PROSPECTUS
638,0001086364-15-001457,2015-02-02,,2015-02-02T12:12:47.000Z,34,SC 13G/A,005-33632,15565636,,13407,0,0,apple.inc.txt,
639,0001193125-15-028777,2015-02-02,,2015-02-02T08:46:07.000Z,33,424B2,333-188191,15564954,,412238,0,0,d861669d424b2.htm,424B2
640,0001181431-15-001700,2015-01-30,2015-01-26,2015-01-30T18:32:11.000Z,,3,,,,13347,0,0,xslF345X02/rrd421794.xml,2015.01.30 KONDO FORM 3
641,0001193125-15-023732,2015-01-28,2015-01-28,2015-01-28T16:48:46.000Z,34,8-K,001-36743,15555430,"8.01,9.01",11968495,1,0,d835617d8k.htm,8-K
642,0001193125-15-023697,2015-01-28,2014-12-27,2015-01-28T16:39:32.000Z,34,10-Q,001-36743,15555294,,7838312,1,0,d835533d10q.htm,10-Q
643,0001181431-15-001513,2015-01-27,2015-01-23,2015-01-27T18:30:31.000Z,,4,,,,6886,0,0,xslF345X03/rrd421705.xml,2015.01.23 RICCIO FORM 4 - 10B5.1 PLAN
644,0001193125-15-021857,2015-01-27,2015-01-27,2015-01-27T16:31:00.000Z,34,8-K,001-36743,15552085,"2.02,9.01",143408,0,0,d835619d8k.htm,FORM 8-K
645,0001193125-15-017614,2015-01-22,,2015-01-22T17:04:10.000Z,34,DEFA14A,001-36743,15542585,,865770,0,0,d851928ddefa14a.htm,DEFA14A
